"id_produit","nom_produit","categorie","sous_categorie","prix_da","description_courte","statut_stock","produit_alternatif_id","marge_estimee_pct","delai_reappro_jours"
"GKB01D15SC","Robinet à raccord sphéro-conique DN15","Sanitaire","Robinets gaz et accessoires > Installation extérieure","1040.0","Robinet à raccord sphéro-conique DN15, poids 0,225 kg. Corps et raccord en laiton.","Disponible","","35","28"
"GKB02D15IN","Robinet à raccord sphéro-conique DN15 et raccord PE20","Sanitaire","Robinets gaz et accessoires > Installation extérieure","1430.0","Robinet à raccord sphéro-conique DN15 et raccord PE20, poids 0,279 kg. Corps, raccords et manette en laiton.","Disponible","","33","32"
"WRI03DRG12","Robinet double raccord (G1/2)","Sanitaire","Robinets gaz et accessoires > Installation intérieure","960.0","Robinet double raccord (G1/2), poids 0,224 kg. Corps en laiton, raccords en cuivre, manette en alliage de zinc.","Disponible","","30","30"
"GRE01B1021","Régulateur B10-21mbar","Sanitaire","Chauffage et régulation gaz","6825.0","Régulateur B10-21mbar, poids 1,112 kg. Régulation précise de la pression à 21 mbar. Garantie d'un an incluse.","Disponible","","34","33"
"GRE01B2521","Régulateur B25-21mbar","Sanitaire","Chauffage et régulation gaz","9730.0","Régulateur B25-21mbar, poids 1,227 kg. Régulation précise de la pression à 21 mbar. Garantie d'un an incluse.","Disponible","","35","29"
"GCH10PN003","Chauffe-eau à allumage électrique 10L-Gaz naturel","Sanitaire","Chauffage et régulation gaz","23040.0","","Disponible","","31","33"
"GCD24SLM24","Chaudière SL-DM24","Sanitaire","Chauffage et régulation gaz > Chaudières","104000.0","Chaudière SL-DM24, puissance 24 kW, capacité 12 L, gaz naturel. Accessoires inclus, garantie 2 ans, affichage du manomètre en face.","Disponible","","30","33"
"GCD28SLM28","Chaudière SL-DM28","Sanitaire","Chauffage et régulation gaz > Chaudières","117000.0","Chaudière SL-DM28, puissance 28 kW, capacité 14 L, gaz naturel. Accessoires inclus, garantie 2 ans, affichage du manomètre en face.","Disponible","","34","27"
"GCD32SLL32","Chaudière SL-DL32","Sanitaire","Chauffage et régulation gaz > Chaudières","131000.0","Les chaudières ENERGICAL chauffent les espaces et produisent de l'eau chaude. L'affichage indique la température et le fonctionnement, avec des boutons de réglage simples.","Disponible","","30","28"
"GCD36SLE36","Chaudière SL-DE36","Sanitaire","Chauffage et régulation gaz > Chaudières","154000.0","","Disponible","","35","33"
"GKB05RAC90","Crosse coudée à 90°","Sanitaire","Robinets gaz et accessoires > Installation extérieure","1030.0","Crosse coudée à 90°, poids 0,2298 kg. Solution pratique pour les installations nécessitant un coude à angle droit.","Disponible","","33","27"
"WRI04RCG12","Robinet cuisinière (G1/2)","Sanitaire","Robinets gaz et accessoires > Installation intérieure","960.0","Robinet cuisinière (G1/2), poids 0,223 kg. Corps et raccord en laiton, manette en alliage de zinc, conforme aux normes européennes.","Disponible","","30","27"
"WRI01CDG12","Robinet cuisinière double (G1/2)","Sanitaire","Robinets gaz et accessoires > Installation intérieure","2000.0","Robinet cuisinière double (G1/2), poids 0,047 kg. Corps en laiton, manette en alliage de zinc, conforme aux normes européennes, garantit une utilisation fiable.","Disponible","","29","32"
"WRI02DRG34","Robinet double raccord (G3/4)","Sanitaire","Robinets gaz et accessoires > Installation intérieure","1430.0","Robinet double raccord (G3/4), poids 0,388 kg. Corps et raccord en laiton, manette en alliage de zinc pour une utilisation fiable.","Disponible","","33","28"
"GKB05RACG4","Raccord 2 Pcs pour compteur G2.5/G4","Sanitaire","Robinets gaz et accessoires > Installation extérieure","420.0","","Disponible","","35","31"
"WRC01CO016","Robinet à compression 16×16","Sanitaire","Robinets multicouches et accessoires > Robinets multicouches","810.0","Robinet à compression 16×16, poids 0,218 kg. Contrôle précis du débit d'eau pour une utilisation fiable dans les systèmes de plomberie.","Disponible","","34","31"
"WRC02CO220","Robinet à compression 20×20","Sanitaire","Robinets multicouches et accessoires > Robinets multicouches","1310.0","Robinet à compression 20×20, poids 0,386 kg. Contrôle précis du débit d'eau pour une utilisation fiable dans les systèmes de plomberie.","Disponible","","30","31"
"SKU-12608","Robinet multicouche 26x26","Sanitaire","Robinets multicouches et accessoires > Robinets multicouches","","","Disponible","","34","29"
"WMCRDRF212","Raccord droit mâle 16×1/2","Sanitaire","Robinets multicouches et accessoires > Accessoires multicouche","280.0","Raccord droit mâle 16×1/2, poids 0,064 kg. Connexion fiable pour une distribution fluide des fluides dans les systèmes de plomberie.","Disponible","","33","33"
"WMCRDRM162","Raccord droit mâle 16×3/4","Sanitaire","Robinets multicouches et accessoires > Accessoires multicouche","290.0","Raccord droit mâle 16×3/4, poids 0,077 kg. Connexion fiable pour une distribution fluide des fluides dans les systèmes de plomberie.","Disponible","","32","31"
"WMCRDRM263","Raccord droit mâle 26×3/4","Sanitaire","Robinets multicouches et accessoires > Accessoires multicouche","465.0","Raccord droit mâle 26×3/4, poids 0,169 kg. Connexion fiable pour une distribution fluide des fluides dans les systèmes de plomberie.","Disponible","","33","33"
"WMCRDRM261","Raccord droit mâle 26×1","Sanitaire","Robinets multicouches et accessoires > Accessoires multicouche","700.0","Raccord droit mâle 26×1, poids 0,167 kg. Connexion fiable pour une distribution fluide des fluides dans les systèmes de plomberie.","Disponible","","30","28"
"WMCRDRF163","Raccord droit femelle 16×3/4″","Sanitaire","Robinets multicouches et accessoires > Accessoires multicouche","350.0","Raccord droit femelle 16×3/4″, poids léger 0,098 kg. Connexion sûre pour une distribution fluide des fluides dans les systèmes de plomberie.","Disponible","","32","30"
"WMCRDRF261","Raccord droit femelle 26×1″","Sanitaire","Robinets multicouches et accessoires > Accessoires multicouche","560.0","Raccord droit femelle 26×1"", poids 0,18 kg. Connexion sûre pour une distribution fluide des fluides dans les systèmes de plomberie.","Disponible","","35","27"
"WMCUNRU016","Raccord union 16×16","Sanitaire","Robinets multicouches et accessoires > Accessoires multicouche","425.0","Raccord union 16×16, poids léger 0,099 kg. Assure une connexion sûre entre deux tuyaux de 16 mm pour une distribution fluide des fluides.","Disponible","","29","27"
"WMCAMAM161","Applique murale femelle 16×1/2″","Sanitaire","Robinets multicouches et accessoires > Accessoires multicouche","555.0","Applique murale femelle 16×1/2″, poids léger 0,112 kg. Connexion sûre et fiable pour une distribution efficace des fluides.","Disponible","","30","28"
"WMCAMAF163","Applique murale mâle 16×3/4″","Sanitaire","Robinets multicouches et accessoires > Accessoires multicouche","715.0","Applique murale mâle 16×3/4″, poids 0,145 kg. Conçue pour une connexion sûre et fiable dans les installations de plomberie résidentielles et commerciales.","Disponible","","34","33"
"WDI02DS162","Distributeur 2 voies","Sanitaire","Robinets multicouches et accessoires > Distributeurs multicouches","1560.0","Distributeur 2 voies, 0,424 kg, dimensions 215 × 190 × 105 cm. Conçu pour une distribution précise et durable des fluides, idéal pour les applications industrielles.","Disponible","","34","29"
"WDI03DS163","Distributeur 3 voies","Sanitaire","Robinets multicouches et accessoires > Distributeurs multicouches","2295.0","Distributeur 3 voies, 0,626 kg, dimensions 215 × 190 × 105 cm. Conçu pour une distribution précise et durable des fluides, idéal pour les applications industrielles.","Disponible","","35","27"
"WDI04DS164","Distributeur 4 voies","Sanitaire","Robinets multicouches et accessoires > Distributeurs multicouches","3105.0","Distributeur 4 voies, 0,852 kg, dimensions 215 × 190 × 105 cm. Conçu pour une distribution précise et fiable des fluides, fabriqué avec des matériaux de haute qualité.","Disponible","","32","28"
"WDI05DS165","Distributeur 5 voies","Sanitaire","Robinets multicouches et accessoires > Distributeurs multicouches","3950.0","Distributeur 5 voies, 1,06 kg, dimensions 215 × 190 × 105 cm. Fabriqué avec des matériaux de haute qualité pour une distribution fiable et précise des fluides.","Disponible","","33","27"
"SKU-12914","Robinet eau DN15","Sanitaire","Robinets eau","","Robinet d'eau DN15 en laiton avec manette en zinc, conforme aux normes NF EN 12164 et NF EN 13828. Testé à 6 bars, avec chromage de haute qualité.","Disponible","","29","30"
"SKU-12924","Robinet eau DN20","Sanitaire","Robinets eau","","Robinet d'eau DN20 en laiton avec manette en zinc, conforme aux normes NF EN 12164 et NF EN 13828. Testé à 6 bars, avec chromage de haute qualité.","Disponible","","32","30"
"WRE03D25FF","Robinet eau DN25-F-F","Sanitaire","Robinets eau","1710.0","Robinet d'eau DN25-F-F en laiton, conforme aux normes NF EN 12164 et NF EN 13828. Testé à 6 bars, avec chromage de haute qualité.","Disponible","","30","29"
"WRE04D32FF","Robinet eau DN32-F-F","Sanitaire","Robinets eau","2460.0","Robinet d'eau DN32-F-F en laiton avec manette en zinc, conforme aux normes NF EN 12164 et NF EN 13828. Testé à 6 bars, avec chromage de haute qualité.","Disponible","","33","30"
"WRE05D40FF","Robinet eau DN40-F-F","Sanitaire","Robinets eau","3850.0","Le robinet eau DN40-F-F assure un contrôle efficace du débit. Fabriqué en laiton avec manette en alliage de zinc, conforme aux normes européennes.","Disponible","","33","29"
"WRE06D50FF","Robinet eau DN50-F-F","Sanitaire","Robinets eau","5180.0","Le robinet eau DN50-F-F assure un contrôle précis du débit. Fabriqué en laiton avec une manette en alliage de zinc, conforme aux normes européennes.","Disponible","","34","31"
"GPTPGPRG00","Portillon Gaz","Menuiserie","Portillons","2160.0","Porte de compteur de gaz","Disponible","","36","44"
"GPTPAPRA00","Portillon Eau","Menuiserie","Portillons","1350.0","Porte de compteur d'eau","Disponible","","37","43"
"GPTPEPRE00","Portillon Electricité","Menuiserie","Portillons","1610.0","Porte de compteur électrique","Disponible","","34","42"
"BS20 120120SC","Baignoire BS20","Sanitaire","Baignoires","13450.0","La baignoire BS20 offre une expérience de bain confortable avec son design moderne et compact en acrylique blanc.","Disponible","","30","28"
"BS30 130130SC","Baignoire BS30","Sanitaire","Baignoires","16850.0","La baignoire BS30 offre une expérience de bain luxueuse avec son design moderne et compact en acrylique blanc.","Disponible","","35","31"
"BS41 140140SC","Baignoire BS41","Sanitaire","Baignoires","19200.0","La baignoire BS41 offre une expérience de bain luxueuse avec son design moderne et spacieux en acrylique blanc.","Disponible","","32","32"
"BS21 120070AA","Baignoire BS21","Sanitaire","Baignoires","7950.0","Lla baignoire BS21 : design contemporain, confort et durabilité. Fabriquée en acrylique de haute qualité, elle offre un espace généreux pour se détendre, avec un design blanc moderne.","Disponible","","32","32"
"BS40 140070AA","Baignoire BS40","Sanitaire","Baignoires","9800.0","Découvrez la baignoire BS40 : style, confort et durabilité. Fabriquée en acrylique de haute qualité, elle offre un espace généreux pour se détendre, avec un design blanc moderne.","Disponible","","31","27"
"BS45 140070SA","Baignoire BS45","Sanitaire","Baignoires","9800.0","La baignoire BS45 : design contemporain, confort et durabilité. Fabriquée en acrylique de haute qualité, elle offre un espace généreux pour se détendre, avec un design blanc moderne.","Disponible","","33","33"
"BS50 150070AA","Baignoire BS50","Sanitaire","Baignoires","10300.0","Découvrez la baignoire BS50 : luxe, confort et durabilité. Fabriquée en acrylique de haute qualité, elle offre un espace généreux pour se détendre, avec un design blanc moderne.","Disponible","","29","30"
"BS55 150070SA","Baignoire BS55","Sanitaire","Baignoires","10300.0","La baignoire BS55 : style, confort et durabilité. Fabriquée en acrylique de haute qualité, elle offre un espace généreux pour se détendre, avec un design blanc moderne.","Disponible","","34","31"
"BS60 160070AA","Baignoire BS60","Sanitaire","Baignoires","10650.0","Découvrez la baignoire BS60 : luxe, confort et durabilité. Fabriquée en acrylique de haute qualité, elle offre un espace spacieux pour se détendre, avec un design blanc moderne.","Disponible","","32","29"
"BS61 160090AC-D","Baignoire BS61","Sanitaire","Baignoires","12300.0","La baignoire BS61 : luxe, confort et durabilité. Fabriquée en acrylique de haute qualité, elle offre un espace spacieux pour se détendre, avec un design blanc moderne.","Disponible","","34","29"
"BS62 160090AC-G","Baignoire BS62","Sanitaire","Baignoires","12300.0","La baignoire BS62 : luxe, confort et durabilité. Fabriquée en acrylique de haute qualité, elle offre un espace spacieux pour se détendre, avec un design blanc moderne.","Disponible","","29","29"
"BS63 160070AA","Baignoire BS63","Sanitaire","Baignoires","10650.0","","Disponible","","34","31"
"BS65 160070SA","Baignoire BS65","Sanitaire","Baignoires","10650.0","Découvrez la baignoire BS65 : élégance, confort et durabilité. Fabriquée en acrylique de haute qualité, elle offre un espace spacieux pour se détendre, avec un design blanc moderne.","Disponible","","30","30"
"BS66 160070SA","Baignoire BS66","Sanitaire","Baignoires","10650.0","Plongez dans le luxe avec la baignoire BS66 : élégance, confort et durabilité. Fabriquée en acrylique de haute qualité, elle offre un espace généreux pour se détendre, avec un design blanc moderne.","Disponible","","34","29"
"BS70 170070AA","Baignoire BS70","Sanitaire","Baignoires","12150.0","Découvrez la baignoire BS70 : confort, sophistication et durabilité. Fabriquée en acrylique de haute qualité, elle offre un espace généreux pour se détendre, avec un design blanc moderne.","Disponible","","29","32"
"BS71 170075AA","Baignoire BS71","Sanitaire","Baignoires","12150.0","La baignoire BS71 offre une expérience de bain confortable avec son design moderne et spacieux en acrylique blanc.","Disponible","","33","31"
"BS72 170080AA","Baignoire BS72","Sanitaire","Baignoires","12350.0","La baignoire BS72 offre une expérience de bain luxueuse avec son design moderne et spacieux en acrylique blanc.","Disponible","","32","30"
"BS75 170070SA","Baignoire BS75","Sanitaire","Baignoires","12150.0","La baignoire BS75 offre une expérience de bain confortable avec son design moderne et compact en acrylique blanc.","Disponible","","35","28"
"BS76 170075SA","Baignoire BS76","Sanitaire","Baignoires","12150.0","La baignoire BS76 offre une expérience de bain relaxante avec son design moderne et compact en acrylique blanc.","Disponible","","34","27"
"BS77 170080SA","Baignoire BS77","Sanitaire","Baignoires","12350.0","La baignoire BS77 offre une expérience de bain confortable avec son design moderne et son volume de 245 L en acrylique blanc.","Disponible","","30","27"
"BS80 180075AA","Baignoire BS80","Sanitaire","Baignoires","12600.0","La baignoire BS80 offre une expérience de bain relaxante avec son design moderne et son confortable volume de 300 L en acrylique blanc.","Disponible","","31","27"
"BS81 180080AA","Baignoire BS81","Sanitaire","Baignoires","12850.0","La baignoire BS81 offre une expérience de bain luxueuse avec ses dimensions spacieuses et son design élégant en acrylique blanc.","Disponible","","29","27"
"BS85 180075SA","Baignoire BS85","Sanitaire","Baignoires","12700.0","La baignoire BS85 offre une expérience de bain relaxante avec ses dimensions généreuses et son design moderne en acrylique blanc.","Disponible","","31","33"
"BS86 180080SA","Baignoire BS86","Sanitaire","Baignoires","12850.0","La baignoire BS86 offre une expérience de bain luxueuse avec ses dimensions généreuses et son design élégant en acrylique blanc.","Disponible","","29","32"
"E04014P080","Disjoncteur Compact DM1N.80A","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","6585.0","Protection contre le court-circuit et la surcharge","Disponible","","31","20"
"E04014P100","Disjoncteur Compact DM1N.100A","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","6910.0","Protection contre le court-circuit et la surcharge","Disponible","","27","24"
"E04014P125","Disjoncteur Compact DM1N.125A","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","7155.0","Protection contre le court-circuit et la surcharge","Disponible","","26","21"
"E04014P160","Disjoncteur Compact DM1H.160A","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","10360.0","Protection contre le court-circuit et la surcharge","Disponible","","26","21"
"E04014P250","Disjoncteur Compact DM1H.250A","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","11255.0","Protection contre le court-circuit et la surcharge","Disponible","","30","19"
"E01021PN10","Disjoncteur ECB5 DPN.1P+N.10","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","584.0","Protection contre le court-circuit et la surcharge","Disponible","","30","18"
"E01021PN16","Disjoncteur ECB5 DPN.1P+N.16","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","584.0","Protection contre le court-circuit et la surcharge","Disponible","","28","20"
"E01021PN20","Disjoncteur ECB5 DPN.1P+N.20","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","584.0","Protection contre le court-circuit et la surcharge","Disponible","","26","24"
"E01021PN25","Disjoncteur ECB5 DPN.1P+N.25","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","584.0","Protection contre le court-circuit et la surcharge","Disponible","","31","19"
"E01021PN32","Disjoncteur ECB5 DPN.1P+N.32","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","584.0","Protection contre le court-circuit et la surcharge","Disponible","","25","18"
"E01021PN40","Disjoncteur ECB5 DPN.1P+N.40","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","584.0","Protection contre le court-circuit et la surcharge","Disponible","","25","19"
"E02032PC10","Disjoncteur différentiel sensible 30mA 1P+N DDS.10A","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","1920.0","Protection contre le court-circuit.la surcharge et les fuites de courant à la terre.","Disponible","","26","24"
"E02032PC16","Disjoncteur différentiel sensible 30mA 1P+N DDS.16A","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","2110.0","Protection contre le court-circuit.la surcharge et les fuites de courant à la terre.","Disponible","","26","20"
"E02032PC20","Disjoncteur différentiel sensible 30mA 1P+N DDS.20A","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","2110.0","Protection contre le court-circuit.la surcharge et les fuites de courant à la terre.","Disponible","","31","20"
"E02032PC25","Disjoncteur différentiel sensible 30mA 1P+N DDS.25A","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","2110.0","Protection contre le court-circuit.la surcharge et les fuites de courant à la terre.","Disponible","","26","24"
"E02032PC32","Disjoncteur différentiel sensible 30mA 1P+N DDS.32A","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","2110.0","Protection contre le court-circuit.la surcharge et les fuites de courant à la terre.","Disponible","","30","19"
"E02012PC32","Disjoncteur différentiel sensible 300mA mono ND DPE1.2P.32","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","2350.0","Protection contre le court-circuit.la surcharge et les fuites de courant à la terre.","Rupture","E1003MTG71","28","18"
"E02012PC45","Disjoncteur différentiel sensible 300mA mono ND DPE1.2P.45","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","2600.0","Protection contre le court-circuit.la surcharge et les fuites de courant à la terre.","Disponible","","27","22"
"E02012PC63","Disjoncteur différentiel sensible 300mA mono ND DPE1.2P.63","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","2750.0","Protection contre le court-circuit.la surcharge et les fuites de courant à la terre.","Disponible","","25","23"
"E02014PC32","Disjoncteur différentiel sensible 300mA TRI ND DPE1.4P.32","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","4100.0","Protection contre le court-circuit.la surcharge et les fuites de courant à la terre.","Disponible","","30","22"
"E02014PC45","Disjoncteur différentiel sensible 300mA TRI ND DPE1.4P.45","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","4500.0","Protection contre le court-circuit.la surcharge et les fuites de courant à la terre.","Disponible","","27","22"
"E02014PC63","Disjoncteur différentiel sensible 300mA TRI ND DPE1.4P.63","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","5000.0","Protection contre le court-circuit.la surcharge et les fuites de courant à la terre.","Disponible","","27","24"
"E04024P080","Disjoncteur Compact Différentiel DDBM-80A","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","14070.0","Protection contre le court-circuit.la surcharge et les fuites de courant à la terre.","Disponible","","31","18"
"E03012P25A","Interrupteur différentiel sensible 30mA IDE2.2P25","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","2010.0","Protection contre les fuites de courant à la terre. protègent les personnes (choc électrique).","Disponible","","29","23"
"E03012P40A","Interrupteur différentiel sensible 30mA IDE2.2P40","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","2140.0","Protection contre les fuites de courant à la terre. protègent les personnes (choc électrique).","Disponible","","27","22"
"E03012P63A","Interrupteur différentiel sensible 30mA IDE2.2P63","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","2140.0","Protection contre les fuites de courant à la terre. protègent les personnes (choc électrique).","Disponible","","28","23"
"E03014P63A","Interrupteur différentiel sensible 30mA IDE2.4P63","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","3530.0","Interrupteur différentiel 30mA IDE2.4P63, 4 pôles, 6kA. Protection fiable contre les défauts de courant. Installation facile sur rail DIN. Garantie 2 ans.","Disponible","","29","19"
"E02024PC10","Disjoncteur différentiel sensible 300mA TRI ND DPE1-I.4P.10 Din Rail","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","3130.0","Protection contre le court-circuit.la surcharge et les fuites de courant à la terre.","Disponible","","25","20"
"E02024PC16","Disjoncteur différentiel sensible 300mA TRI ND DPE1-I.4P.16 Din Rail","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","3130.0","Protection contre le court-circuit.la surcharge et les fuites de courant à la terre.","Disponible","","26","18"
"E02024PC20","Disjoncteur différentiel sensible 300mA TRI ND DPE1-I.4P.20 Din Rail","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","3520.0","Protection contre le court-circuit.la surcharge et les fuites de courant à la terre.","Disponible","","29","20"
"E02024PC25","Disjoncteur différentiel sensible 300mA TRI ND DPE1-I.4P.25 Din Rail","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","3520.0","Protection contre le court-circuit.la surcharge et les fuites de courant à la terre.","Disponible","","26","23"
"E01011PC10","Disjoncteur unipolaire ECB3.UN.10","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","230.0","Protection contre le court-circuit et la surcharge","Disponible","","29","21"
"E01011PC20","Disjoncteur unipolaire ECB3.UN.20","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","230.0","Protection contre le court-circuit et la surcharge","Disponible","","31","21"
"E01011PC16","Disjoncteur unipolaire ECB3.UN.16","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","230.0","Protection contre le court-circuit et la surcharge","Disponible","","28","19"
"E01011PC25","Disjoncteur unipolaire ECB3.UN.25","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","230.0","Protection contre le court-circuit et la surcharge","Disponible","","31","23"
"E01011PC32","Disjoncteur unipolaire ECB3.UN.32","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","240.0","Protection contre le court-circuit et la surcharge","Disponible","","27","24"
"E01012PC10","Disjoncteur bipolaire ECB3.BP.10","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","460.0","Protection contre le court-circuit et la surcharge","Disponible","","29","18"
"E01012PC16","Disjoncteur bipolaire ECB3.BP.16","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","460.0","Protection contre le court-circuit et la surcharge","Disponible","","26","20"
"E01012PC20","Disjoncteur bipolaire ECB3.BP.20","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","460.0","Protection contre le court-circuit et la surcharge","Disponible","","25","22"
"E01012PC25","Disjoncteur bipolaire ECB3.BP.25","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","460.0","Protection contre le court-circuit et la surcharge","Disponible","","27","18"
"E01012PC32","Disjoncteur bipolaire ECB3.BP.32","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","490.0","Protection contre le court-circuit et la surcharge","Disponible","","29","24"
"E01012PC40","Disjoncteur bipolaire ECB3.BP.40","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","490.0","Protection contre le court-circuit et la surcharge","Disponible","","25","19"
"E01013PC25","Disjoncteur tripolaire ECB3.TP.25","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","720.0","Protection contre le court-circuit et la surcharge","Disponible","","25","21"
"E01013PC32","Disjoncteur tripolaire ECB3.TP.32","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","720.0","Protection contre le court-circuit et la surcharge","Disponible","","29","22"
"E01014PC32","Disjoncteur tétrapolaire ECB3.QP.32","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","1020.0","Protection contre le court-circuit et la surcharge","Disponible","","26","20"
"E01014PC63","Disjoncteur tétrapolaire ECB3.QP.63","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","1020.0","Protection contre le court-circuit et la surcharge","Disponible","","31","18"
"E5001ESMXX","Démarqueur monophasé","Électricité","Electricité > Tableau électrique et protection > Démarqueurs","2490.0","Un compteur électrique est un organe électrique servant à mesurer la quantité d'​énergie ... Ils sont également faciles d'installation car ils se montent sur un rail DIN","Disponible","","25","19"
"E04024P100","Disjoncteur Compact Différentiel DDBM.100A","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","15350.0","Protection contre le court-circuit.la surcharge et les fuites de courant à la terre.","Disponible","","27","22"
"E04024P125","Disjoncteur Compact Différentiel DDBM.125A","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","19190.0","Protection contre le court-circuit.la surcharge et les fuites de courant à la terre.","Disponible","","25","20"
"E04024P160","Disjoncteur Compact Différentiel DDBM.160A","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","21360.0","Protection contre le court-circuit.la surcharge et les fuites de courant à la terre.","Disponible","","28","20"
"E04024P250","Disjoncteur Compact Différentiel DDBM.250A","Électricité","Electricité > Tableau électrique et protection > Disjoncteur Interrupteur différentiel","22230.0","Protection contre le court-circuit.la surcharge et les fuites de courant à la terre.","Disponible","","30","18"
"E1002PLB01","Interrupteur simple Adenium","Électricité","Electricité > Interrupteurs et prises > Encastré > ADENIUM","195.0","Interrupteur simple Adenium blanc avec connexion rapide. Courant de 10A, tension de 250V, garantie 2 ans pour une installation électrique fiable.","Disponible","","30","18"
"E1002PLB02","Interrupteur double allumage Adenium","Électricité","Electricité > Interrupteurs et prises > Encastré > ADENIUM","270.0","Interrupteur double allumage Adenium avec degré de protection IP2X. Construction robuste, garantie 2 ans, endurance de 40 000 cycles.","Disponible","","25","20"
"SKU-15178","Moniteur 4 fils 7 pouces VFE05","Électricité","Electricité > Alarme sécurité de la maison","","","Disponible","","26","19"
"E4001DR263","Protecteur de tension réglable PTDR2 63 A","Électricité","Electricité > Tableau électrique et protection > Protecteurs Minuterie","3105.0","","Disponible","","28","23"
"E4001DR363","Protecteur de tension et courant réglable PTDR3.63A","Électricité","Electricité > Tableau électrique et protection > Protecteurs Minuterie","3330.0","","Disponible","","27","19"
"WRC01CO16F","Robinet à compression femelle 16×1/2″","Sanitaire","Robinets multicouches et accessoires > Robinets multicouches","650.0","Robinet à compression femelle 16×1/2"", en laiton avec apparence nickel. Léger (0,172 kg), résistant à la corrosion.","Disponible","","29","33"
"WRC01CO16M","Robinet à compression mâle 16×1/2","Sanitaire","Robinets multicouches et accessoires > Robinets multicouches","720.0","Robinet à compression mâle 16×1/2, en laiton avec finition nickelée. Léger (0,194 kg), résistant à la corrosion.","Disponible","","29","28"
"WRC02CO20M","Robinet à compression mâle 20×3/4″","Sanitaire","Robinets multicouches et accessoires > Robinets multicouches","1160.0","Robinet à compression mâle 20×3/4"", en laiton avec finition nickelée. Léger (0,33 kg), résistant à la corrosion.","Disponible","","33","31"
